config.py | 09/03/22 - 18:34:57 | INFO | Random Tweet bot running
config.py | 09/03/22 - 18:39:32 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225557289902398; guest_id_ads=v1%3A166225557289902398; guest_id_marketing=v1%3A166225557289902398; personalization_id="v1_0+Juhl4+MfwnbPyO/07S7Q=="; lang=en', 'Authorization': 'OAuth oauth_nonce="55966536395729031211662255572", oauth_timestamp="1662255572", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="XDLo5akSH1vREcyn7gJSiRZUGRw%3D"'}
config.py | 09/03/22 - 18:39:32 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:39:32 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:39:32 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=0 HTTP/1.1" 400 92
config.py | 09/03/22 - 18:39:32 | DEBUG | PARAMS: {'since_id': '0'}
config.py | 09/03/22 - 18:39:32 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:39:32 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:39:32 | DEBUG | Collected params: [('since_id', '0'), ('oauth_nonce', '11678455410090952771662255572'), ('oauth_timestamp', '1662255572'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:39:32 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=11678455410090952771662255572&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255572&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=0
config.py | 09/03/22 - 18:39:32 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
config.py | 09/03/22 - 18:39:32 | DEBUG | Signing: signature base string: GET&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fmentions_timeline.json&oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D11678455410090952771662255572%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255572%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26since_id%3D0
config.py | 09/03/22 - 18:39:32 | DEBUG | Signature: F/pQRB3iprmbBRdKMXUW8SkOihw=
config.py | 09/03/22 - 18:39:32 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/mentions_timeline.json?since_id=0
config.py | 09/03/22 - 18:39:32 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225557289902398; guest_id_ads=v1%3A166225557289902398; guest_id_marketing=v1%3A166225557289902398; personalization_id="v1_0+Juhl4+MfwnbPyO/07S7Q=="; lang=en', 'Authorization': 'OAuth oauth_nonce="11678455410090952771662255572", oauth_timestamp="1662255572", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="F%2FpQRB3iprmbBRdKMXUW8SkOihw%3D"'}
config.py | 09/03/22 - 18:39:32 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:39:32 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:39:33 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=0 HTTP/1.1" 400 92
config.py | 09/03/22 - 18:39:33 | DEBUG | PARAMS: {'since_id': '0'}
config.py | 09/03/22 - 18:39:33 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:39:33 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:39:33 | DEBUG | Collected params: [('since_id', '0'), ('oauth_nonce', '35343936521312219471662255573'), ('oauth_timestamp', '1662255573'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:39:33 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=35343936521312219471662255573&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255573&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=0
config.py | 09/03/22 - 18:39:33 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
config.py | 09/03/22 - 18:39:33 | DEBUG | Signing: signature base string: GET&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fmentions_timeline.json&oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D35343936521312219471662255573%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255573%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26since_id%3D0
config.py | 09/03/22 - 18:39:33 | DEBUG | Signature: Fs41pRTdtkhk8ENM+ww6MKcI6mY=
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/mentions_timeline.json?since_id=0
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225557289902398; guest_id_ads=v1%3A166225557289902398; guest_id_marketing=v1%3A166225557289902398; personalization_id="v1_0+Juhl4+MfwnbPyO/07S7Q=="; lang=en', 'Authorization': 'OAuth oauth_nonce="35343936521312219471662255573", oauth_timestamp="1662255573", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="Fs41pRTdtkhk8ENM%2Bww6MKcI6mY%3D"'}
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:39:33 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:39:33 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=0 HTTP/1.1" 400 92
config.py | 09/03/22 - 18:39:33 | DEBUG | PARAMS: {'since_id': '0'}
config.py | 09/03/22 - 18:39:33 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:39:33 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:39:33 | DEBUG | Collected params: [('since_id', '0'), ('oauth_nonce', '73921323384785374381662255573'), ('oauth_timestamp', '1662255573'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:39:33 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=73921323384785374381662255573&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255573&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=0
config.py | 09/03/22 - 18:39:33 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
config.py | 09/03/22 - 18:39:33 | DEBUG | Signing: signature base string: GET&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fmentions_timeline.json&oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D73921323384785374381662255573%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255573%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26since_id%3D0
config.py | 09/03/22 - 18:39:33 | DEBUG | Signature: 69QctWvuXgwqz6Hc6FvSdqJLteU=
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/mentions_timeline.json?since_id=0
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225557289902398; guest_id_ads=v1%3A166225557289902398; guest_id_marketing=v1%3A166225557289902398; personalization_id="v1_0+Juhl4+MfwnbPyO/07S7Q=="; lang=en', 'Authorization': 'OAuth oauth_nonce="73921323384785374381662255573", oauth_timestamp="1662255573", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="69QctWvuXgwqz6Hc6FvSdqJLteU%3D"'}
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:39:33 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:39:33 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=0 HTTP/1.1" 400 92
config.py | 09/03/22 - 18:39:33 | DEBUG | PARAMS: {'since_id': '0'}
config.py | 09/03/22 - 18:39:33 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:39:33 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:39:33 | DEBUG | Collected params: [('since_id', '0'), ('oauth_nonce', '131440371184382363391662255573'), ('oauth_timestamp', '1662255573'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:39:33 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=131440371184382363391662255573&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255573&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=0
config.py | 09/03/22 - 18:39:33 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
config.py | 09/03/22 - 18:39:33 | DEBUG | Signing: signature base string: GET&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fmentions_timeline.json&oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D131440371184382363391662255573%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255573%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26since_id%3D0
config.py | 09/03/22 - 18:39:33 | DEBUG | Signature: A4EaYJWbNlt5UUQ0ZqIOkQivAOQ=
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/mentions_timeline.json?since_id=0
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225557289902398; guest_id_ads=v1%3A166225557289902398; guest_id_marketing=v1%3A166225557289902398; personalization_id="v1_0+Juhl4+MfwnbPyO/07S7Q=="; lang=en', 'Authorization': 'OAuth oauth_nonce="131440371184382363391662255573", oauth_timestamp="1662255573", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="A4EaYJWbNlt5UUQ0ZqIOkQivAOQ%3D"'}
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:39:33 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:39:33 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=0 HTTP/1.1" 400 92
config.py | 09/03/22 - 18:39:33 | DEBUG | PARAMS: {'since_id': '0'}
config.py | 09/03/22 - 18:39:33 | DEBUG | Signing request <PreparedRequest [GET]> using client <Client client_key=WVqENKWlkkbh6nq0nbDsxeYOO, client_secret=****, resource_owner_key=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y, resource_owner_secret=****, signature_method=HMAC-SHA1, signature_type=AUTH_HEADER, callback_uri=None, rsa_key=None, verifier=None, realm=None, encoding=utf-8, decoding=None, nonce=None, timestamp=None>
config.py | 09/03/22 - 18:39:33 | DEBUG | Including body in call to sign: False
config.py | 09/03/22 - 18:39:33 | DEBUG | Collected params: [('since_id', '0'), ('oauth_nonce', '28938716642606066601662255573'), ('oauth_timestamp', '1662255573'), ('oauth_version', '1.0'), ('oauth_signature_method', 'HMAC-SHA1'), ('oauth_consumer_key', 'WVqENKWlkkbh6nq0nbDsxeYOO'), ('oauth_token', '1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y')]
config.py | 09/03/22 - 18:39:33 | DEBUG | Normalized params: oauth_consumer_key=WVqENKWlkkbh6nq0nbDsxeYOO&oauth_nonce=28938716642606066601662255573&oauth_signature_method=HMAC-SHA1&oauth_timestamp=1662255573&oauth_token=1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y&oauth_version=1.0&since_id=0
config.py | 09/03/22 - 18:39:33 | DEBUG | Normalized URI: https://api.twitter.com/1.1/statuses/mentions_timeline.json
config.py | 09/03/22 - 18:39:33 | DEBUG | Signing: signature base string: GET&https%3A%2F%2Fapi.twitter.com%2F1.1%2Fstatuses%2Fmentions_timeline.json&oauth_consumer_key%3DWVqENKWlkkbh6nq0nbDsxeYOO%26oauth_nonce%3D28938716642606066601662255573%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1662255573%26oauth_token%3D1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y%26oauth_version%3D1.0%26since_id%3D0
config.py | 09/03/22 - 18:39:33 | DEBUG | Signature: bngmCO/Q72LOXfuAY1IKj0Yk0Ro=
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated url: https://api.twitter.com/1.1/statuses/mentions_timeline.json?since_id=0
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated headers: {'User-Agent': 'Python/3.9.2 Requests/2.28.1 Tweepy/4.10.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'guest_id=v1%3A166225557289902398; guest_id_ads=v1%3A166225557289902398; guest_id_marketing=v1%3A166225557289902398; personalization_id="v1_0+Juhl4+MfwnbPyO/07S7Q=="; lang=en', 'Authorization': 'OAuth oauth_nonce="28938716642606066601662255573", oauth_timestamp="1662255573", oauth_version="1.0", oauth_signature_method="HMAC-SHA1", oauth_consumer_key="WVqENKWlkkbh6nq0nbDsxeYOO", oauth_token="1373049656318431232-76jl2CYFCxfA0Puj98Lee7dibOD62y", oauth_signature="bngmCO%2FQ72LOXfuAY1IKj0Yk0Ro%3D"'}
config.py | 09/03/22 - 18:39:33 | DEBUG | Updated body: None
config.py | 09/03/22 - 18:39:33 | DEBUG | Starting new HTTPS connection (1): api.twitter.com:443
config.py | 09/03/22 - 18:39:33 | DEBUG | https://api.twitter.com:443 "GET /1.1/statuses/mentions_timeline.json?since_id=0 HTTP/1.1" 400 92
config.py | 09/03/22 - 18:39:33 | DEBUG | PARAMS: {'since_id': '0'}
